dataset,H,W,model,latent_dim,params,epochs,val_mse,val_psnr,val_ssim,infer_ms_per_img
mnist,28,28,cnn,256,934081,10,4.728341950734456,22.972124034302947,0.9338792392520161,0.42497330937294464
mnist,28,28,kan_linear,256,2408448,10,1.5591741549173992,27.67554718998772,0.9229344215645058,1.345875128129137
mnist,28,28,kan_bezier,256,2408448,10,4.757002512613933,22.852246603408354,0.86801565374927,6.109516921867453
mnist,28,28,kan_catmull,256,2408448,10,2.2395519485473634,26.098820471909413,0.9046202147386956,4.590715493782227
mnist,28,28,kan_bspline,256,2408448,10,4.5541634941101075,23.05652029566898,0.8766360573511984,4.214523309337892
mnist,28,28,fastkan,256,3615808,10,1.5760944973627726,28.125912061968847,0.9437645454636544,0.03012421877883753
cifar16,16,16,cnn,256,563137,10,2.987970058441162,20.03903963583831,0.6082799935256538,0.13036861562341073
cifar16,16,16,kan_linear,256,786432,10,0.3454523525238037,29.33673752935632,0.9654947392853714,0.3421653656232593
cifar16,16,16,kan_bezier,256,786432,10,1.3788122379302978,23.314274025406434,0.8499072270084772,1.1586345030991652
cifar16,16,16,kan_catmull,256,786432,10,0.6767289530754089,26.41825367044062,0.9346066444918761,1.387793490630429
cifar16,16,16,kan_bspline,256,786432,10,1.3472259174346923,23.436776028053643,0.85131043926307,1.3591582000117342
cifar16,16,16,fastkan,256,1181200,10,0.4614500650882721,27.976219580519242,0.9520960236247683,0.01518398744337901
large,64,64,cnn,256,2582017,10,73.54123416900634,18.046158965744322,0.34046440929471555,3.429810412490042
large,64,64,kan_linear,256,12582912,10,72.04218054199218,18.03444142577538,0.31560510374665435,5.5821025999648555
large,64,64,kan_bezier,256,12582912,10,74.88569622039795,17.836761371485018,0.2922559303466943,26.279808300023433
large,64,64,kan_catmull,256,12582912,10,78.01347086334229,17.680875565037596,0.2976488570942274,23.939853124738875
large,64,64,kan_bspline,256,12582912,10,77.49696099090576,17.729972872581005,0.2873383565466048,20.758614049918833
large,64,64,fastkan,256,18887440,10,58.926671043396,18.764123460758604,0.39753055936244086,0.22443333746196004
shapes,64,64,cnn,256,2582017,10,488.635,11.49941076658172,0.7814906852299057,2.4393949220211653
shapes,64,64,kan_linear,256,12582912,10,146.76726806640625,15.20280601091617,0.1291783713880263,8.139686974982396
shapes,64,64,kan_bezier,256,12582912,10,207.31340759277344,13.898929930832097,0.07212088643917229,25.954193365805622
shapes,64,64,kan_catmull,256,12582912,10,216.37049377441406,13.790055793136144,0.051872552673997395,27.17634152827486
shapes,64,64,kan_bspline,256,12582912,10,222.2323156738281,13.618610518349586,0.04990665852725461,27.732759762602655
shapes,64,64,fastkan,256,18887440,10,99.75753631591797,16.726249449301207,0.602131536775852,0.24741861266193155
